date,contract_month,strike,underlying,market_price,theo_price,iv_real,option_type,product_code
2025-03-26,20250411,42750.0,38027.29,0.0,1.37,0.213259,CALL,NK225MWE  
2025-03-26,20250411,42875.0,38027.29,0.0,1.44,0.218784,CALL,NK225MWE  
2025-03-26,20250411,43000.0,38027.29,0.0,1.52,0.224308,CALL,NK225MWE  
2025-03-26,20250418,33750.0,38027.29,0.0,4043.0,0.295119,CALL,NK225MWE  
2025-03-26,20250418,33875.0,38027.29,0.0,3921.48,0.287359,CALL,NK225MWE  
2025-03-26,20250418,34000.0,38027.29,0.0,3800.31,0.283733,CALL,NK225MWE  
2025-03-26,20250418,34125.0,38027.29,0.0,3679.24,0.279826,CALL,NK225MWE  
2025-03-26,20250418,34250.0,38027.29,0.0,3558.45,0.275656,CALL,NK225MWE  
2025-03-26,20250418,34375.0,38027.29,0.0,3437.97,0.271239,CALL,NK225MWE  
2025-03-26,20250418,34500.0,38027.29,0.0,3319.49,0.266586,CALL,NK225MWE  
2025-03-26,20250418,34625.0,38027.29,0.0,3200.61,0.261707,CALL,NK225MWE  
2025-03-26,20250418,34750.0,38027.29,0.0,3082.36,0.259709,CALL,NK225MWE  
2025-03-26,20250418,34875.0,38027.29,0.0,2964.68,0.254284,CALL,NK225MWE  
2025-03-26,20250418,35000.0,38027.29,0.0,2848.0,0.25148,CALL,NK225MWE  
2025-03-26,20250418,35125.0,38027.29,0.0,2731.57,0.248238,CALL,NK225MWE  
2025-03-26,20250418,35250.0,38027.29,0.0,2616.23,0.244589,CALL,NK225MWE  
2025-03-26,20250418,35375.0,38027.29,0.0,2501.72,0.240555,CALL,NK225MWE  
2025-03-26,20250418,35500.0,38027.29,0.0,2388.8,0.236156,CALL,NK225MWE  
2025-03-26,20250418,35625.0,38027.29,0.0,2276.28,0.231405,CALL,NK225MWE  
2025-03-26,20250418,35750.0,38027.29,0.0,2165.62,0.228444,CALL,NK225MWE  
2025-03-26,20250418,35875.0,38027.29,0.0,2055.01,0.224974,CALL,NK225MWE  
2025-03-26,20250418,36000.0,38027.29,0.0,1949.18,0.222958,CALL,NK225MWE  
2025-03-26,20250418,36125.0,38027.29,0.0,1843.05,0.220317,CALL,NK225MWE  
2025-03-26,20250418,36250.0,38027.29,0.0,1737.45,0.215313,CALL,NK225MWE  
2025-03-26,20250418,36375.0,38027.29,0.0,1634.14,0.2133,CALL,NK225MWE  
2025-03-26,20250418,36500.0,38027.29,0.0,1533.45,0.210611,CALL,NK225MWE  
2025-03-26,20250418,36625.0,38027.29,0.0,1435.71,0.207276,CALL,NK225MWE  
2025-03-26,20250418,36750.0,38027.29,0.0,1340.03,0.204848,CALL,NK225MWE  
2025-03-26,20250418,36875.0,38027.29,0.0,1246.33,0.201712,CALL,NK225MWE  
2025-03-26,20250418,37000.0,38027.29,0.0,1153.07,0.197882,CALL,NK225MWE  
2025-03-26,20250418,37125.0,38027.29,0.0,1064.05,0.194773,CALL,NK225MWE  
2025-03-26,20250418,37250.0,38027.29,0.0,982.33,0.193668,CALL,NK225MWE  
2025-03-26,20250418,37375.0,38027.29,0.0,900.01,0.190341,CALL,NK225MWE  
2025-03-26,20250418,37500.0,38027.29,0.0,820.28,0.187535,CALL,NK225MWE  
2025-03-26,20250418,37625.0,38027.29,0.0,750.77,0.186514,CALL,NK225MWE  
2025-03-26,20250418,37750.0,38027.29,0.0,684.8,0.185894,CALL,NK225MWE  
2025-03-26,20250418,37875.0,38027.29,0.0,622.5,0.18434,CALL,NK225MWE  
2025-03-26,20250418,38000.0,38027.29,0.0,563.81,0.183163,CALL,NK225MWE  
2025-03-26,20250418,38125.0,38027.29,0.0,508.72,0.182366,CALL,NK225MWE  
2025-03-26,20250418,38250.0,38027.29,0.0,456.42,0.181969,CALL,NK225MWE  
2025-03-26,20250418,38375.0,38027.29,0.0,406.78,0.180603,CALL,NK225MWE  
2025-03-26,20250418,38500.0,38027.29,0.0,360.99,0.179654,CALL,NK225MWE  
2025-03-26,20250418,38625.0,38027.29,0.0,319.99,0.17768,CALL,NK225MWE  
2025-03-26,20250418,38750.0,38027.29,0.0,281.47,0.177702,CALL,NK225MWE  
2025-03-26,20250418,38875.0,38027.29,0.0,247.04,0.176753,CALL,NK225MWE  
2025-03-26,20250418,39000.0,38027.29,0.0,217.66,0.176452,CALL,NK225MWE  
2025-03-26,20250418,39125.0,38027.29,0.0,191.0,0.173675,CALL,NK225MWE  
2025-03-26,20250418,39250.0,38027.29,0.0,167.19,0.173518,CALL,NK225MWE  
2025-03-26,20250418,39375.0,38027.29,0.0,145.47,0.173222,CALL,NK225MWE  
2025-03-26,20250418,39500.0,38027.29,0.0,126.39,0.173073,CALL,NK225MWE  
2025-03-26,20250418,39625.0,38027.29,0.0,109.69,0.175624,CALL,NK225MWE  
2025-03-26,20250418,39750.0,38027.29,0.0,95.34,0.174179,CALL,NK225MWE  
2025-03-26,20250418,39875.0,38027.29,0.0,82.63,0.1749,CALL,NK225MWE  
2025-03-26,20250418,40000.0,38027.29,0.0,71.42,0.174781,CALL,NK225MWE  
2025-03-26,20250418,40125.0,38027.29,0.0,61.55,0.175029,CALL,NK225MWE  
2025-03-26,20250418,40250.0,38027.29,0.0,52.9,0.17511,CALL,NK225MWE  
2025-03-26,20250418,40375.0,38027.29,55.0,45.34,0.175906,CALL,NK225MWE  
2025-03-26,20250418,40500.0,38027.29,27.0,38.75,0.17592,CALL,NK225MWE  
2025-03-26,20250418,40625.0,38027.29,0.0,33.04,0.175011,CALL,NK225MWE  
2025-03-26,20250418,40750.0,38027.29,0.0,28.54,0.17745,CALL,NK225MWE  
2025-03-26,20250418,40875.0,38027.29,0.0,25.27,0.177381,CALL,NK225MWE  
2025-03-26,20250425,34625.0,38027.29,0.0,3245.48,0.253434,CALL,NK225MWE  
2025-03-26,20250425,34750.0,38027.29,0.0,3129.19,0.248126,CALL,NK225MWE  
2025-03-26,20250425,34875.0,38027.29,0.0,3013.56,0.24496,CALL,NK225MWE  
2025-03-26,20250425,35000.0,38027.29,0.0,2898.77,0.241492,CALL,NK225MWE  
2025-03-26,20250425,35125.0,38027.29,0.0,2784.76,0.237736,CALL,NK225MWE  
2025-03-26,20250425,35250.0,38027.29,0.0,2671.63,0.23571,CALL,NK225MWE  
2025-03-26,20250425,35375.0,38027.29,0.0,2559.78,0.231338,CALL,NK225MWE  
2025-03-26,20250425,35500.0,38027.29,0.0,2449.22,0.228566,CALL,NK225MWE  
2025-03-26,20250425,35625.0,38027.29,0.0,2338.91,0.225407,CALL,NK225MWE  
2025-03-26,20250425,35750.0,38027.29,0.0,2230.72,0.221881,CALL,NK225MWE  
2025-03-26,20250425,35875.0,38027.29,0.0,2123.76,0.219647,CALL,NK225MWE  
2025-03-26,20250425,36000.0,38027.29,0.0,2020.0,0.216951,CALL,NK225MWE  
2025-03-26,20250425,36125.0,38027.29,0.0,1915.85,0.213812,CALL,NK225MWE  
2025-03-26,20250425,36250.0,38027.29,0.0,1813.32,0.211724,CALL,NK225MWE  
2025-03-26,20250425,36375.0,38027.29,0.0,1712.51,0.207698,CALL,NK225MWE  
2025-03-26,20250425,36500.0,38027.29,0.0,1614.31,0.206036,CALL,NK225MWE  
2025-03-26,20250425,36625.0,38027.29,0.0,1519.63,0.203809,CALL,NK225MWE  
2025-03-26,20250425,36750.0,38027.29,0.0,1426.39,0.201037,CALL,NK225MWE  
2025-03-26,20250425,36875.0,38027.29,0.0,1334.52,0.199005,CALL,NK225MWE  
2025-03-26,20250425,37000.0,38027.29,0.0,1244.15,0.195139,CALL,NK225MWE  
2025-03-26,20250425,37125.0,38027.29,0.0,1156.86,0.193185,CALL,NK225MWE  
2025-03-26,20250425,37250.0,38027.29,0.0,1076.33,0.191804,CALL,NK225MWE  
2025-03-26,20250425,37375.0,38027.29,0.0,995.09,0.188578,CALL,NK225MWE  
2025-03-26,20250425,37500.0,38027.29,0.0,916.94,0.187061,CALL,NK225MWE  
2025-03-26,20250425,37625.0,38027.29,0.0,848.02,0.186017,CALL,NK225MWE  
2025-03-26,20250425,37750.0,38027.29,0.0,782.22,0.185423,CALL,NK225MWE  
2025-03-26,20250425,37875.0,38027.29,0.0,719.66,0.184112,CALL,NK225MWE  
2025-03-26,20250425,38000.0,38027.29,0.0,660.25,0.183237,CALL,NK225MWE  
2025-03-26,20250425,38125.0,38027.29,0.0,604.01,0.181624,CALL,NK225MWE  
2025-03-26,20250425,38250.0,38027.29,0.0,549.11,0.180439,CALL,NK225MWE  
2025-03-26,20250425,38375.0,38027.29,0.0,497.3,0.179697,CALL,NK225MWE  
2025-03-26,20250425,38500.0,38027.29,0.0,448.17,0.178192,CALL,NK225MWE  
2025-03-26,20250425,38625.0,38027.29,0.0,403.81,0.177146,CALL,NK225MWE  
2025-03-26,20250425,38750.0,38027.29,0.0,362.43,0.17661,CALL,NK225MWE  
